	name	ssn	relationship	leukocyty	trombocyty	erytrocyty	er-cv	smoker	hemoglobin	indicator	hbver	hematokrit	etytr	alt	weight	ast	alp
4010	Shelly Bradford	294-02-3184	single	4.89123	8.42749	5.91463	49.45574	no	4.68867	0.00000	5.36948	5.18373	4.09638	11.39434	176.45292	47.86814	47.39855
4011	Caleb Mitchell	677-59-5055	nop	6.06787	7.20345	7.62380	53.27940	yes	4.20443	0.00000	7.27363	4.28092	7.01552	12.83871	49.15073	54.40033	29.74776
4012	Andrew Rice	344-88-3391	divoced	5.99961	3.88902	4.89953	36.93497	no	6.82322	1.00000	3.03364	7.26775	4.10855	8.97575	89.04115	66.28326	77.83789
4013	Ryan Martinez	735-01-7136	divoced	4.96809	6.00708	6.70756	16.90653	no	5.32851	1.00000	5.97269	8.07570	4.88142	8.38050	17.03801	27.17183	76.22852
4014	Jesse Kelley	636-47-0619	married	4.29167	6.59801	6.06233	51.76145	Y	5.90259	1.00000	4.50219	9.29150	5.19345	4.43110	109.74881	14.44016	91.56467
4015	Michelle Johnson	899-91-8286	widowed	5.66652	7.06677	6.72204	45.05999	yes	5.42921	0.00000	8.40081	4.61877	3.77669	9.21921	108.48975		78.27092
4016	Kathryn Gillespie	291-03-4376	divoced	7.43281	4.19019	5.22930	55.12384	yes	7.09287	1.00000	4.71282	6.41653	4.92655	8.72202	24.18940	44.44878	70.43171
4017	Pamela Bennett	418-06-4556	divoced	7.70188	8.90327	8.21744	40.80869	Y	6.70525	0.00000	7.08567	3.98115	6.86387	19.17545	53.14988	32.80907	81.13226
4018	Belinda Hart	263-71-5210	divoced	6.78820	5.54951	5.83785	37.24835	Y	5.98742	1.00000	3.60038	8.53074	5.54661	9.99860	94.01139	42.58278	86.22509
4019	David Fuller	301-17-9961	divoced	7.09385	4.63926	5.60798	59.02107	no	4.43553	1.00000	4.75284	7.57728	5.46294	11.84048	-0.45350	49.69257	40.43639
4020	James Black	514-17-4533	widowed	5.45723	4.70596	7.71915	50.07453	no	6.86574	0.00000	8.39888	7.37739	2.71197	18.92524	42.26826	36.80455	80.36931
4021	Richard Anderson	599-48-4730	nop	5.46363	5.61695	7.13163	47.04726	yes	6.61007	1.00000	4.98283	7.97498	5.30254	12.50197	91.37232	42.29746	81.40201
4022	Stephen Mcintyre	523-10-7273	divoced	5.73450	4.59317	5.94217	41.45865	yes	6.90350	1.00000	4.34430	7.89939	5.62948	7.96538	99.89415	39.14790	73.02191
4023	Christine Morris	719-19-5928	separated	5.32198	7.26458	5.09185	39.43921	no	5.98437	1.00000	5.46857	6.33372	5.58976	7.96505	108.05232	32.38139	90.44491
4024	Jonathan Richardson	701-50-6514	married	6.66077	5.91009	5.53407	41.79596	Y	6.47740	0.00000	6.29036	6.47345	3.02437	7.79799	32.14679	31.91442	85.88450
4025	Henry Tucker	696-64-3242	separated	4.00964	6.92138	6.45732	50.45622	yes	6.28394	1.00000	2.10140	8.34725	2.86381	9.73557	58.65740	46.27333	94.31417
4026	Jeremy Walton	396-34-4750	widowed	5.32329	3.34626	5.05445	52.92199	no	6.57339	1.00000	3.70884	6.23686	5.13340	7.18559	87.97706	54.68097	89.31380
4027	Alicia Williams	327-81-6008	divoced	5.38345	4.93095	6.14846	52.31221	yes	7.33101	1.00000	5.96974	6.28554	2.82743	9.93415	12.23222	81.44574	64.51602
4028	Daniel Forbes	590-77-1058	divoced	7.71167	6.99793	5.81649	25.13490	Y	4.71115	0.00000	5.85717	5.64369	4.47589	8.68273	123.41164	41.45491	38.92156
4029	Ryan Davis	233-19-6334	divoced	7.05274	7.00426	4.86979	44.50112	N	7.27096	0.00000	7.05029	4.98405	3.56296	11.23665	56.37907	57.34421	69.71350
4030	Kathleen Gutierrez	448-75-5670	divoced	5.15881	5.99074	5.60983	48.74266	yes	6.17484	1.00000	4.46777	8.36779	5.05416	6.78519	43.88726	39.36927	88.86740
4031	Kayla Hernandez	369-40-3941	single	4.48966	5.90077	6.10404	60.23000	no	5.74810	0.00000	7.53819	4.83300	1.80223	9.95301	23.00624	47.92610	84.72774
4032	Rebecca Townsend	085-77-7279	nop	6.20983	4.50138	5.71083	64.38442	no	7.38536	0.00000	5.72547	6.86142	3.89596	12.03310	80.23483	27.00661	66.19794
4033	Sara Phillips	868-43-4218	single	6.37918	5.22672	7.60090	39.22479	N	7.12432	0.00000	8.25972	5.69449	5.69156	14.67584	71.03484	38.84606	79.06801
4034	Adrian Stephens	288-71-2460	nop	7.03470	7.77048	6.08188	65.45760	no	7.06186	0.00000	7.74304		6.13978	12.43417	70.00062	39.36444	79.79000
4035	Stephanie Wallace	033-79-6672	married	5.46105	6.63024	6.88774	41.87122	N	3.36461	1.00000	3.41166	7.14917	5.23143	10.32845	49.38612	47.93083	10.90177
4036	Larry Jones	137-82-0223	nop	6.83864	6.22332	4.00506	45.23445	Y	4.96295	1.00000	5.75063	8.21218	5.45725	10.34716	46.37406	40.24848	57.26550
4037	Hayley Russell	184-90-4386	nop	5.69592	7.29624	5.20005	9.63555	N	5.67729	1.00000	4.37981	7.98518	3.78598	8.80232	43.54061	48.42262	76.85313
4038	Anna Mercado	752-48-2434	separated	4.52493	7.60446	7.41888	37.32040	no	5.72660	1.00000	6.37848	6.46513	5.01701	14.16952	77.95082	47.10783	83.15833
4039	Ashley Brown	086-20-2277	nop	5.45423	6.97097	5.12010	50.21340	no	6.23566	0.00000	5.38447	5.10471	3.45498	9.29541	75.81550		82.47052
4040	Kyle Mata	851-25-6001	divoced	5.08892	1.05476	3.67299	59.76074	yes	3.56790	1.00000	2.14488	5.34728	5.18602	6.36968	68.99426	42.35961	7.89174
4041	Jennifer Hall	287-98-3133	separated	6.27605	6.40315	6.58859	27.82592	no	6.96330	0.00000	6.59255	4.89244	3.46610	10.84160	74.27611	50.56571	78.33624
4042	Richard Collins	649-67-3141	separated	5.66258	4.48037	6.73666	41.19828	no	6.33861	1.00000	3.60347	8.83436	5.86447	9.41018	93.29027	10.59963	87.19918
4043	Ashley Jones	158-99-7662	divoced	5.84228	5.91629	5.50540	51.09220	no	5.27802	0.00000	7.94885	6.11295	5.28642	7.77928	11.23378	51.43545	64.23019
4044	Madison Mccarthy	402-55-5367	divoced	8.00890	4.42376	5.75702	68.71448	yes	5.79587	1.00000	4.10734	7.58380	5.70166	9.74817	66.84454	40.71495	89.03481
4045	Laurie Warren	050-55-1918	married	5.81393	4.53852	5.51159	41.33878	no	5.82433	0.00000	6.29952	8.02756	4.55250	7.59719	8.10327	71.37607	81.05934
4046	Jonathan West	483-89-6851	married	6.72483	4.06422	5.85403	38.01691	yes	6.39759	1.00000	4.00939	7.26923	4.97453	11.43509	59.59577	60.11618	85.13803
4047	Donna Price	818-95-0012	divoced	6.13314	6.60324	4.45172	39.79775	no	4.85513	0.00000	9.45619	3.82449	4.80728	7.04874	57.29983	60.67331	55.95652
4048	Renee James	824-02-4125	separated	5.95728	5.61684	6.91920	41.64354	no	5.86174	1.00000	6.96523	7.40240	5.57107	10.92512	117.42951	34.05321	82.44265
4049	Joe Olson	337-29-8226	divoced	5.66269	6.97435	6.76912	42.87633	no	8.69712	0.00000	6.62549	4.14621	2.74890	10.09027	80.27155	38.66673	17.35184
4050	Jon Wheeler	895-64-5803	divoced	6.27916	3.66111	5.92830	30.31006	no	6.43468	1.00000	3.50931	6.85269	5.15076	9.17126	76.10508	37.02910	89.75584
4051	Katelyn Blanchard	094-71-9918	married	5.04711	4.16337	5.12962	49.84259	no	6.16412	1.00000	5.26367	6.06373	3.40847		138.36726	31.48640	80.30957
4052	Rebecca Khan	872-03-6756	separated	6.19533	6.06290	5.55956	43.21502	no	4.90996	1.00000	4.31413	9.36097	6.17977	14.23055	77.10781	47.80972	52.78399
4053	Joshua Allen	126-73-0307	divoced	7.19378	4.23895	5.88925	25.02807	no	5.75097	0.00000	6.48351	8.72813	5.76342	9.28093	78.93113	68.46317	80.53654
4054	Anne Strickland	055-70-2128	married	5.13443	2.91564	6.84721	58.33466	no	5.13196	1.00000	4.06422	5.72258	4.82808	12.53478	35.35943	48.88092	63.40609
4055	Michelle Hawkins	679-15-0925	widowed	5.89152	5.63071	6.09320	28.46843	no	4.65013	1.00000	5.74689	6.63368	3.58316	6.00162	70.22140	46.62497	49.13628
4056	Robert Waters	387-61-6653	divoced	6.77630	8.22987	5.91257	33.64239	no	5.07877	0.00000	9.33715	3.48001	7.47840	9.21072	98.90080	66.78824	63.70069
4057	Zachary James	477-14-5964	widowed	8.00885	3.84532	5.16663	45.93015	no	4.88394	1.00000	6.20222	4.46315	2.76230	7.17953	148.30204	46.93263	50.79022
4058	Erika Mitchell	805-49-4529	divoced	5.32194	3.77899	3.80805	42.15030	yes	6.59789	1.00000	1.55796	8.63399	6.35242	8.85865	90.87573	19.05080	84.83208
4059	Robert Young Jr.	148-31-9753	divoced	5.53333	4.19454	6.16985	55.64780	no	7.46956	0.00000	6.92492	7.65864	3.85844	9.94493	39.21397	38.59502	62.32800
4060	Rachel Snyder	004-79-1433	divoced	6.29373	3.67931	5.70271		yes	5.27713	1.00000	4.30109	6.46519	4.26396	1.98385	79.87734	29.50854	66.77470
4061	Matthew Schaefer	600-62-9157	married	5.74640	7.47829	7.45271	23.27908	Y	6.42953	1.00000	5.50077	6.75867	5.56304	15.80620	39.76348	52.84238	88.87831
4062	Michael George	760-97-5012	divoced	7.92740	7.46425	6.12048	67.07062	no	6.58712	1.00000	4.26158	7.00997	5.01599	6.48013	69.08638	61.00780	88.28873
4063	Joan Morris	456-19-5302	married	4.33226	3.99775	5.63481	28.63733	yes	6.42341	1.00000	4.34943	6.71620	5.20078	7.52643	92.19139	31.88564	88.81467
4064	Samantha Davis	665-50-3160	divoced	5.46079	6.45165	6.48237	54.51391	no	4.48841	1.00000	2.96730	7.17659	4.88988	9.49913	43.73415	50.53210	42.42441
4065	Ronald Mclean	295-26-6392	separated	6.48339	5.69132	5.82953	39.20861	Y	6.43334	1.00000	4.22609	5.33625	6.89641	11.45092	60.83258	63.24380	88.26381
4066	Jennifer Benton	007-60-4487	divoced	2.03893	7.85442	6.71358	63.24629	Y	5.84999	1.00000	4.77274	7.62578	4.23604	10.84368	39.38415	34.24916	82.60043
4067	Brian Oconnor	791-69-1691	married	7.46466	8.29368	7.76533	44.27234	no	6.96922	0.00000	6.65967	4.62905	4.53491	18.55532	38.21072	35.68156	76.26426
4068	James Moore	884-81-9771	divoced	6.80253	7.33605	7.04534	36.81260	Y	5.35666	1.00000	5.15555	5.75047	6.11423	9.95356	77.74505	44.36773	74.43090
4069	Thomas Cole	509-93-8368	widowed	5.11809	7.43522	5.83320	45.04600	no	6.28036	1.00000	6.29479	7.92127	3.19826	13.40747	113.04926	45.60634	85.89095
4070	Anna Neal	098-52-4707	widowed	5.00660	7.48174	5.41722	48.59661	yes	5.64784	1.00000	5.21563	5.31990	6.25824	1.00022	104.36065	35.82222	80.98017
4071	Regina King	156-06-4257	married	7.31265	6.43219	5.74100	55.10380	no	6.36856	1.00000	5.13475	4.86879	7.23303	10.36906	187.06949	73.57885	89.45728
4072	Sean Guerra	696-81-3681	nop	5.77102	4.69004	6.09993	17.87378	yes	3.07078	0.00000	6.88251	6.20297	3.88851	9.29352	110.75824	32.81794	18.69039
4073	Dawn Blair	840-14-7537	divoced	5.01873	6.22142	7.08967	15.43245	yes	3.81247	1.00000	1.39735	5.79167	6.55554	12.02736	83.60102	37.02179	18.16339
4074	Ashley Greene	797-61-2681	divoced	5.95179	5.32458	5.56161	30.21711	no	4.46684	0.00000	7.99791	5.01735	3.33733	7.23323	64.65803	64.40944	35.36451
4075	Joseph Walter	070-69-9895	married	5.39157	8.20959	4.78023	67.22319	no	5.35217	1.00000	4.94601	7.50796	3.79925	10.03048	114.66173	46.09045	71.26638
4076	Gerald Wallace	470-91-2568	nop	5.03068	6.74163	5.36406	45.98212	no	5.40223	1.00000	4.15065	9.66134	6.05757	7.88933	51.33828	27.82266	74.72640
4077	Catherine Porter	186-57-9149	nop	4.01814	4.21991	7.10423	57.29379	Y	6.09641	0.00000	2.59359	9.26585	6.86140	13.25897	67.42506	58.27422	87.84753
4078	Gabriella Tran	896-87-7612	divoced	5.32420	8.61589	4.95307	43.99619	no	8.65121	1.00000	2.95888	8.86158	2.53334	2.95174	45.07836	42.67618	18.10633
4079	Stephen Coleman	382-72-6525	widowed	4.90466	6.82216	7.31047	62.33986	Y	4.81567	1.00000	4.87403	8.14896	4.65234	12.24424	43.32075	84.51081	54.70558
4080	Connie Russo	897-90-0303	nop	3.18247	5.36508	4.87471	60.50694	no	3.79631	1.00000	4.66392	8.02988	5.29790	12.29403	42.01668	35.65066	20.08546
4081	Donald Pace	202-55-2844	nop	6.42307	5.06360	7.38648	46.60320	no	6.22519	1.00000	5.60973	6.87246	4.45079	12.60451	93.63764	36.32701	91.41786
4082	Chad Lynch	057-32-3393	divoced	5.01884	6.92036	6.23661	45.91097	no	4.64630	1.00000	5.11475	6.64942	5.38165	9.78133	114.82521	47.22407	43.67633
4083	Erin Gutierrez MD	575-24-2267	separated	6.77597		6.67859	30.56750	yes	4.50303	0.00000	7.40565	4.41169	4.46904	12.93503	38.10847	35.64943	49.25622
4084	Regina Graves	761-76-3448	separated	7.34530	6.31906	5.63679	43.99806	no	5.63843	1.00000	4.22410	5.39638	6.60530	12.06544	12.50548	37.24563	84.72817
4085	Cheryl Rodriguez	828-08-6419	divoced	7.49790	7.77412	4.92174	25.57322	no	6.29607	1.00000	3.38024	7.50842	4.04501	8.43912	60.18117	34.35059	81.22302
4086	Debra Olson	754-07-6122	widowed	6.97489	4.54100	5.98571	62.52170	no	5.49735	1.00000	4.37494	6.92516	4.53770	12.20241	128.28787	38.02377	81.07505
4087	Frank Swanson	145-46-9739	married	6.26150	6.24215	5.16234	39.29784	no	5.28439	1.00000	5.94190	7.54692	3.30182	7.33834	65.76140	19.03447	65.82162
4088	Erin Wolfe	648-43-4250	nop	5.53801	4.56520	7.25337	29.99465	Y	6.48092	1.00000	4.59874	7.42833	5.39423	15.68755	79.14606	57.45464	87.19129
4089	Charles Hall	687-40-1622	divoced	3.61530	7.99226	4.20453	54.91539	no	5.64198	1.00000	4.10159	7.55975	4.16351	8.23425	68.52174	37.50433	78.29772
4090	Joshua Hayes	886-08-8408	divoced	5.08293	8.04338	6.63636	41.02570	yes	5.78536	1.00000	4.89845	7.71575	3.97053	10.25860	124.45367	59.18300	81.21411
4091	Matthew Miller	035-62-1985	divoced	6.74175	5.69454	7.40474	48.27541	no	4.49019	1.00000	4.48490	8.96867	6.09511	13.52048	49.97501	26.24242	41.60243
4092	Kristine Sanders	619-30-5829	married	6.21988	4.89424	7.07765	34.16383	Y	4.84669	0.00000	7.89377	4.75816	2.92000	7.71360	71.07447	58.63458	55.15703
4093	Samantha Davis	665-50-3160	married	6.76362	5.60779	5.84351	36.93681	no	4.81594	0.00000	8.07423	5.95027	4.43699	8.03815	81.10424	53.20440	51.67088
4094	Timothy Evans	693-78-3610	married	5.22439	6.20511	3.36195	22.26105	no	4.57697	0.00000	7.76457	4.72484	2.97035	9.49651	25.79083	49.33471	44.49236
4095	Danny Melton	355-99-9858	married	5.14713	3.89877	3.29821	46.77110	Y	4.65412	0.00000	6.18348	6.38307	5.82442	4.71665	76.64869	35.12957	53.27737
4096	Amanda Turner	021-54-8156	divoced	4.86693	7.54492	5.73229	28.99952	yes	5.87622	1.00000	6.90052	7.82729	3.57918	10.70173	122.81523	46.39375	88.74978
4097	Michael Kent	458-40-5204	married	7.89433	5.81952	5.98135	32.91484	no	6.80682	1.00000	6.19715	6.72921	3.90758	11.47097	26.47171	49.24826	80.22748
4098	Chad Rogers	480-60-3837	divoced	5.92765	7.55897	7.11824	35.23984	no	4.01578	0.00000	8.25156	4.09958	6.42204	16.50377	75.92909	57.55706	23.35791
4099	Traci Dalton	556-88-6186	married	6.59802	5.00533	9.39271	54.28713	no	6.41591	1.00000	4.24394	8.27758	5.37694	51.88322	36.07027	48.81383	87.37923
4100	Stephen Nolan	469-47-4266	single	7.35604	2.67290	6.46904	68.07697	no	4.27060	1.00000	3.55146	5.18676	3.70084	13.44874	79.07575	35.07510	30.13825
4101	Terry Williams	591-92-1819	single	7.52291	3.26387	4.98293	18.35840	yes	5.76916	0.00000	2.83026	10.17870	3.29688	7.78063	58.98473	58.59031	86.72542
4102	Adam Young	594-98-1650	married	5.82302	7.31990	5.46012	49.03629	N	5.55625	0.00000	8.89467	3.65490	6.10936	9.65754	75.78412	24.42689	76.64323
4103	Jeffery Shah	226-70-9204	widowed	6.90389	4.02449	4.86704	48.89500	yes	6.88411	1.00000	5.85060	5.29346	2.99461	5.52648	52.01259	55.97296	81.34728
4104	April Snow	085-58-6068	nop	6.71535	2.95769	6.14688	43.73720	no	7.06752	1.00000	3.52649	6.15595	4.45667	10.49087	38.27715	77.20160	76.05108
4105	Autumn Grant	496-44-6751	single	6.71567	5.19859	4.41897	39.65294	no	8.03919	0.00000	7.80259	4.28175	3.01358	8.39766	68.05082	33.33034	30.21419
4106	Wendy Sawyer	752-64-6407	single	6.06802	4.11620	6.11504	59.69801	no	4.71117	1.00000	3.43947	7.54988	4.92119	5.24947	42.55478	74.19675	48.16777
4107	Erin Brewer	128-04-9216	married	4.88670	8.38111	5.18223	26.37492	no	6.98581	0.00000	8.27310	3.96106	5.50269	8.15367	28.60337	43.82882	78.91530
4108	Anna Wright	334-72-1575	married	5.25293	4.79808	6.71245	41.97305	no	6.46552	1.00000	4.87718	7.24347	4.77298	11.71276	123.94695	16.26359	80.42661
4109	Amber Bishop	817-71-4432	widowed	6.35558	4.25435	4.88868	39.05670	yes	6.53555	0.00000	6.00469	8.38072	5.60687	10.74798	29.03352	39.33500	86.47594
4110	Wendy Caldwell	067-79-0901	divoced	5.08331	8.98473	5.35982	29.67136	no	3.69770	0.00000	6.38115	4.40057	7.19112	13.15744	47.00555	53.57326	19.71598
4111	John Bradshaw	708-78-3659	nop	4.57651	4.59360	5.43677	36.97455	no	6.72698	1.00000	4.60265	7.47745	5.64054	2.75364	-7.80838	34.24005	75.16623
4112	Mary Wallace	276-26-8115	divoced	4.48919	5.65216	5.71268	55.68455	yes	6.12949	1.00000	3.15465	9.90908	7.19966	5.19054	48.14985	34.50558	82.39085
4113	Cindy Gregory	443-63-1449	divoced	4.24054	5.21036	4.93922	33.01047	no	7.01965	0.00000	8.59385	7.25580	5.39116	9.77450	5.10506	42.32789	79.79513
4114	Dr. Michelle Garcia DDS	674-01-2544	single	7.39206	7.54683	5.48055	55.20871	no	8.13255	0.00000	7.21875	4.11582	4.43787	7.41511	97.43724	38.48783	27.59287
4115	Brandy Johnson	170-23-4333	married	5.06938	6.77488	7.28116	42.16851	no	6.89108	1.00000	4.97892	7.43840	4.76258	13.43467	63.00953	23.88671	90.51278
4116	Nathan Flores	687-28-3502	separated	6.28314	4.98303	5.54928	47.71924	no	4.96126	0.00000	8.03592	5.06598	4.30197	8.66293	137.59615	45.24843	58.35954
4117	Alyssa Martin	855-01-4076	married	4.20033	3.89192	5.94986	28.43792	no	7.72099	1.00000	4.70271	6.54449	4.55794	5.91972	97.13350	47.60430	55.70646
4118	Miguel Edwards	210-43-1034	divoced	4.51650	3.46633	5.88510	21.88022	Y	5.41542	1.00000	2.82890	7.11903	5.05841	8.10668	83.98106	45.74547	73.07394
4119	Melissa Zamora	003-72-5000	single	8.45226	6.33945	4.98828	56.23502	N	5.29024	0.00000	5.13830	5.73518	2.82346	6.79803	47.38963	36.57854	79.14779
4120	Hunter Morris	049-64-0981	widowed	6.76609	5.00116	6.59862	36.07557	yes	4.50506	0.00000	7.05021	5.40665	3.01733	7.91617	7.03761	42.99073	43.04340
4121	Amber Jones	733-99-0637	married	6.94663	5.65186	6.21671	47.68170	no	4.77603	1.00000	3.20498	5.94398	6.82309	9.63366	47.77340	43.21897	42.10847
4122	Scott Hansen	327-14-1799	single	7.03262	7.70483	6.83247	38.79254	no	4.41608	1.00000	5.86891	7.31962	4.45332	9.33733	58.54266	60.82115	32.07757
4123	Veronica Barber	844-13-1540	separated	5.65620	4.44881	5.82665	46.40296	no	7.62730	1.00000	4.38759	6.76169	3.55213	9.09003	30.52189	34.44277	62.03459
4124	Richard Berry	863-04-0028	divoced	6.02392	4.76980	5.99550	40.80320	no	6.11979	1.00000	4.91690	7.43216	4.23284	8.74492	120.84632	51.17077	95.63248
4125	Dr. Christina Suarez	622-63-6191	married	4.89478	2.42281	4.64754	35.58371	no	4.42839	1.00000	3.83146	5.42329	3.89064	4.59450	40.63656	41.34505	29.76315
4126	Darren Smith	658-32-4469	separated	6.08377	6.41393	5.41223	28.77865	yes	9.06496	0.00000	8.32519	3.92853	4.60279	5.33317	38.45590	51.42585	15.63959
4127	Emily Hoover	328-38-3028	divoced	6.90362	6.14891	4.48043	30.80934	no	5.37959	0.00000	8.04824	6.43917	7.90197	9.76921	-4.56357	43.75433	67.60956
4128	Tyler Haley	351-02-4057	single	6.20199	9.07455	6.91319	58.90614	no	5.37481	0.00000	6.09562	4.51090	5.05254	12.48784	151.03511	52.74896	70.48160
4129	Sarah Maxwell	256-11-4851	widowed	5.69256	5.83843	6.65775	53.40162	no	6.37659	0.00000	6.73774	4.81765	2.81676	9.61914	75.88408	62.96355	86.35152
4130	Joseph Caldwell	133-94-6353	married	6.93389	8.60393	4.96570	42.94245	yes	3.68595	0.00000	6.79706	4.34357	5.65583	11.12796	89.73093	51.37758	14.51749
4131	Bradley Johnson	228-43-2522	divoced	6.11310	6.86202	4.79273	39.34653	no	5.24169	1.00000	2.43220	6.33187	5.34790	9.75854	121.69915	26.39129	72.21765
4132	Matthew Walton	672-71-5014	single	6.87859	4.51778	5.90110	34.17578	no	6.40570	1.00000	3.86502	7.31713	4.78251	7.94531	57.66458	47.24562	85.16383
4133	Jennifer Avery	311-19-6593	single	5.61994	8.30489	3.55869	45.59682	no	4.69972	1.00000	5.48659	8.88115	2.38720	9.73286	38.28371	54.89263	43.88732
4134	Jesse Flores	169-29-7201	separated	4.88501	7.01319	6.04713	51.40090	Y	5.67444	1.00000	2.43968	6.28086	5.03535	8.13247	46.38390	78.08903	79.77694
4135	Andrew Roberts	331-51-1519	divoced	5.44092	5.92849	5.29376	33.82467	yes	7.32247	0.00000	9.41969	3.47401	4.68290	6.65949	46.79914	42.25434	69.60028
4136	Kyle Robinson	042-47-0420	single	5.44569	3.40420	6.12444	44.13900	no	7.34782	1.00000	5.06445	5.03308	4.25142	10.82715	73.23320	37.95820	68.28274
4137	Mark Haynes	034-22-3993	married	5.45872	6.86023	7.80552	45.12581	no	5.90405	1.00000	4.58126	7.25275	3.49970	15.38883	51.97633	42.20092	79.96997
4138	Chad Bailey	270-26-5734	widowed	6.29241	5.90965	7.10585	48.16506	no	8.24491	0.00000	8.43347	4.18764	4.96502	11.86550	66.34130	27.93632	36.46533
4139	Eric Leonard	709-72-0105	divoced	6.94715	3.73363	4.56971	38.34632	no	5.16471	1.00000	5.94370	4.39981	2.02071	9.39553	50.63310	30.86188	71.33224
4140	Lori Mcneil	571-25-9741	divoced	6.60540	5.99611	4.75500	47.85761	no	6.66636	0.00000	7.36013	4.79231	3.95526	10.75333	37.04235		93.90987
4141	Aaron Freeman	155-53-3630	divoced	7.59017	3.81574	6.36519	50.20711	Y	5.80482	1.00000	3.96548	6.91535	4.74698	12.18610	55.93455	33.38696	81.19575
4142	Philip Beck	255-68-1302	divoced	6.45720	7.10959	5.19097	58.42784	Y	6.59939	0.00000	8.84760	4.05684	6.54101	7.35727	96.82068	45.57148	85.40091
4143	Lisa Brown	620-08-9783	separated	5.30710	7.06732	5.60213	42.76574	N	7.16616	0.00000	6.91866	4.21147	4.37421	9.06449	99.65227	20.99025	71.60315
4144	Tyler Kirby	845-21-2648	single	6.73679	4.71404	6.07673	46.15148	no	6.66846	0.00000	6.62172	7.24015	4.41155	8.74334	79.00585	58.17456	85.97748
4145	Todd Morgan DDS	153-76-6352	divoced	4.14813	4.12145	8.02452	52.74571	yes	4.42488	1.00000	4.30257	6.65247	4.10255	21.39033	115.17040	63.61572	41.34069
4146	Andrea Trujillo	749-57-6312	single	5.02466	5.31177	6.75779	40.16690	Y	7.55928	1.00000	4.87686	7.30147	4.40994	8.79210	113.67318	42.12243	56.54255
4147	Jennifer Schneider	486-66-7701	widowed	7.59633	2.53551	4.74937	40.95851	N	6.05343	1.00000	2.50212	6.51138	4.09683	6.30218	100.58408	44.55282	83.11941
4148	Richard Moore	303-07-2527	divoced	6.62706	3.78204	6.49361	49.34964	no	3.93427	1.00000	3.35982	6.67385	4.66925	10.40714	101.45695	32.96492	18.58602
4149	Adrienne Schultz	745-94-0098	single	5.98276	7.28412	9.34917	39.01171	yes	5.55723	1.00000	4.62791	8.34406	3.05306	51.64878	58.39169	55.69315	74.86393
4150	Alyssa Martin	855-01-4076	separated	5.95092	5.36106	5.63418	39.84473	no	6.29736	0.00000	9.04885	5.86446	4.61999	8.65538	48.34640	54.52303	85.62613
4151	Michelle Carter	414-34-2463	divoced	5.28090	4.75871	4.65946	62.72213	no	7.17426	1.00000	5.60196	6.77843	3.94077	8.24646	52.17524	56.47613	68.72687
4152	Gregory Jordan	397-92-0665	single	4.72612	4.92801	6.42746	42.13279	Y	4.89096	1.00000	4.12178	7.27126	4.28965	12.60411	63.06999	38.43227	60.01281
4153	Kristine Potts	001-08-9870	married	4.56103	5.20458	4.95501	20.61179	no	6.12761	0.00000	8.25489	5.77011	3.80299	4.22107	68.76228	35.34410	80.41987
